Id,b'y',b'x1',b'x2',b'x3',b'x4',b'x5',b'x6',b'x7',b'x8',b'x9',b'x10',b'x11',b'x12',b'x13',b'x14',b'x15',b'x16',b'x17',b'x18',b'x19',b'x20',b'x21',b'x22',b'x23',b'x24',b'x25',b'x26',b'x27',b'x28',b'x29',b'x30',b'x31',b'x32',b'x33',b'x34',b'x35',b'x36',b'x37',b'x38',b'x39',b'x40',b'x41',b'x42',b'x43',b'x44',b'x45',b'x46',b'x47',b'x48',b'x49',b'x50',b'x51',b'x52',b'x53',b'x54',b'x55',b'x56',b'x57',b'x58',b'x59',b'x60',b'x61',b'x62',b'x63',b'x64',b'x65',b'x66',b'x67',b'x68',b'x69',b'x70',b'x71',b'x72',b'x73',b'x74',b'x75',b'x76',b'x77',b'x78',b'x79',b'x80',b'x81',b'x82',b'x83',b'x84',b'x85',b'x86',b'x87',b'x88',b'x89',b'x90',b'x91',b'x92',b'x93',b'x94',b'x95',b'x96',b'x97',b'x98',b'x99',b'x100'
10,0.0,0.0,0.0,0.9921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25390625,0.98828125,0.0,0.0,0.9921875,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.96484375,0.0,0.0,0.0,0.0,0.890625,0.0,0.0,0.0,0.0,0.0,0.94921875,0.0,0.0,0.6328125,0.0,0.546875,0.0,0.8984375,0.0,0.0,0.0,0.99609375,0.0,0.0,0.0,0.8828125,0.0,0.4140625,0.80859375,0.0,0.0,0.0,0.0,0.0,0.0,0.98828125,0.0,0.62109375,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.9921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.1015625,0.30078125,0.0,0.0,0.0,0.0,0.7265625,0.98828125,0.0,0.98828125,0.0,0.98828125,0.0,0.0,0.0,0.0,0.0,0.98828125,0.0,0.734375,0.0,0.06640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.0,0.0,0.0,0.4921875,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.01171875,0.0,0.23046875,0.0,0.0,0.0,0.75390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44140625,0.94921875,0.62109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32421875,0.9609375,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.9921875,0.0,0.0,0.0,0.0,0.65625,0.32421875,0.98046875,0.0,0.0,0.0,0.4453125,0.0,0.0,0.0,0.0,0.98828125,0.98828125,0.0,0.0,0.0,0.21875,0.0,0.0,0.0,0.0,0.0,0.98828125,0.0,0.0,0.328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8828125,0.98828125,0.0,0.0,0.0,0.0,0.9921875,0.0,0.98828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21875,0.0,0.98046875,0.0,0.0,0.0,0.8828125,0.0,0.0,0.0,0.98828125,0.0,0.21875,0.0,0.0,0.76953125,0.22265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98828125,0.0,0.66015625,0.0,0.0,0.0,0.0,0.98828125,0.0,0.9921875,0.98828125,0.0,0.0,0.0,0.0,0.0,0.0
13,3.0,0.0,0.0,0.453125,0.0,0.0,0.0,0.484375,0.98828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98828125,0.484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5390625,0.9921875,0.2734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79296875,0.53515625,0.0,0.0,0.0,0.0,0.53125,0.98828125,0.0,0.0,0.0,0.0,0.6796875,0.0,0.0,0.0,0.9921875,0.0,0.98828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92578125,0.0,0.0,0.0,0.19921875,0.0,0.8203125,0.0,0.0,0.0,0.859375,0.98828125,0.98828125,0.79296875,0.0,0.0,0.0,0.1328125,0.0,0.0,0.98828125,0.0,0.0,0.0,0.0,0.0,0.0
14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984375,0.73828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984375,0.0,0.0,0.0,0.0,0.10546875,0.0,0.0,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.0,0.0,0.984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35546875,0.0,0.0,0.0,0.0,0.0,0.0
15,2.0,0.0,0.0,0.16796875,0.0,0.0,0.0,0.984375,0.0,0.0,0.984375,0.99609375,0.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.984375,0.98828125,0.0,0.0,0.984375,0.0,0.0,0.0,0.76171875,0.0,0.56640625,0.0,0.0,0.546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98828125,0.0,0.0,0.76171875,0.0,0.4921875,0.0,0.984375,0.0,0.0,0.0,0.91015625,0.0,0.0,0.0,0.0,0.0,0.0,0.984375,0.0,0.0,0.8828125,0.0,0.99609375,0.0,0.0,0.0,0.97265625,0.94921875,0.0,0.14453125,0.0,0.0,0.0,0.0,0.0,0.984375,0.0,0.0,0.55078125,0.0,0.0,0.984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.0,0.0,0.0
16,3.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.0,0.515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23828125,0.0,0.0,0.0,0.20703125,0.0,0.0,0.0,0.0,0.72265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578125,0.453125,0.0,0.0,0.0,0.0,0.71875,0.73828125,0.0,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.33203125,0.0,0.59765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01953125,0.0,0.0,0.0,0.0,0.53125,0.0,0.0,0.0,0.03515625,0.0,0.9765625,0.0,0.0,0.0,0.71484375,0.98828125,0.98828125,0.0,0.0,0.0,0.0,0.671875,0.0,0.0,0.38671875,0.0,0.0,0.0,0.0,0.0,0.0
17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12109375,0.0,0.0,0.75390625,0.98828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98828125,0.546875,0.0,0.0,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.515625,0.546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77734375,0.0,0.09765625,0.0,0.0,0.0,0.32421875,0.0,0.0,0.0,0.0,0.0,0.98828125,0.0,0.9921875,0.98828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578125,0.0,0.0,0.0,0.0,0.0,0.98828125,0.9453125,0.98828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.609375,0.0,0.0,0.0,0.0,0.0,0.0
18,3.0,0.0,0.0,0.984375,0.0,0.0,0.0,0.0,0.9609375,0.0,0.0,0.0,0.0,0.27734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30078125,0.0,0.0,0.4921875,0.0,0.0,0.0,0.05859375,0.0,0.0,0.0,0.0,0.984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55859375,0.59765625,0.0,0.0,0.0,0.0,0.87890625,0.984375,0.0,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.98828125,0.0,0.9765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265625,0.0,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.0,0.0,0.984375,0.0,0.0,0.0,0.08203125,0.77734375,0.98828125,0.77734375,0.0,0.0,0.0,0.59375,0.0,0.0,0.4609375,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.01953125,0.03515625,0.0,0.98828125,0.453125,0.0,0.98828125,0.0,0.0,0.0,0.0,0.0,0.0,0.57421875,0.9765625,0.0,0.0,0.79296875,0.0,0.0,0.0,0.265625,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.18359375,0.0,0.0,0.0,0.0,0.0,0.38671875,0.98828125,0.0,0.0,0.98828125,0.0,0.02734375,0.0,0.98828125,0.0,0.0,0.0,0.6328125,0.0,0.0,0.0,0.98828125,0.0,0.859375,0.57421875,0.0,0.0,0.44921875,0.0,0.0,0.0,0.5859375,0.0,0.98828125,0.0,0.0,0.59765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17578125,0.0,0.6796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81640625,0.0,0.0,0.328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35546875,0.0,0.0,0.0
21,2.0,0.0,0.0,0.44921875,0.0,0.0,0.0,0.52734375,0.0,0.1171875,0.19140625,0.33984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2109375,0.0,0.0,0.0,0.984375,0.0,0.0,0.0,0.75390625,0.0,0.0,0.0,0.0,0.94921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7734375,0.0,0.0,0.3046875,0.0,0.0234375,0.0,0.98828125,0.0,0.0,0.0,0.984375,0.0,0.28125,0.0,0.0,0.0,0.0,0.04296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.984375,0.0,0.984375,0.0,0.0,0.984375,0.0,0.0,0.984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4609375,0.0,0.0,0.0,0.0,0.0,0.0
22,2.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.98828125,0.0,0.98828125,0.98828125,0.9921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.0,0.0,0.98828125,0.0,0.0,0.47265625,0.0,0.0,0.0,0.0,0.0,0.26171875,0.98828125,0.0,0.0,0.98828125,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.0,0.0,0.0,0.81640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2109375,0.0,0.0,0.98828125,0.0,0.0,0.0,0.125,0.0,0.9921875,0.0,0.0,0.98828125,0.98828125,0.98828125,0.98828125,0.0,0.0,0.0,0.0,0.40625,0.0,0.0,0.98828125,0.0,0.0,0.0,0.0,0.0,0.0
23,3.0,0.0,0.859375,0.28515625,0.0,0.0,0.0,0.0,0.7421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50390625,0.0,0.0,0.28125,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.421875,0.0,0.0,0.0,0.56640625,0.0,0.92578125,0.421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.98828125,0.984375,0.0,0.0,0.0,0.0,0.0,0.0,0.24609375,0.0,0.0,0.0,0.0,0.1796875,0.0,0.0,0.0,0.125,0.0,0.48828125,0.0,0.0,0.3671875,0.984375,0.984375,0.65625,0.0,0.0,0.0,0.0,0.421875,0.0,0.0,0.83984375,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.9140625,0.0,0.0,0.984375,0.625,0.0,0.98828125,0.0,0.0,0.0,0.0,0.0,0.17578125,0.984375,0.98828125,0.0,0.0,0.984375,0.0,0.0,0.0,0.8515625,0.0,0.984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375,0.015625,0.0,0.0,0.98828125,0.0,0.0,0.0,0.921875,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.984375,0.0,0.984375,0.984375,0.0,0.0,0.984375,0.0,0.0,0.0,0.04296875,0.0,0.984375,0.0,0.0,0.984375,0.0,0.0,0.0,0.0,0.0,0.828125,0.0,0.0,0.984375,0.984375,0.9140625,0.0,0.0,0.0,0.0,0.0,0.0859375,0.0,0.0,0.953125,0.0,0.0,0.0,0.0,0.0,0.0
25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9453125,0.0,0.0,0.0,0.53515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51171875,0.0,0.0,0.0,0.0,0.0,0.0,0.8984375,0.0,0.0,0.0,0.0,0.98828125,0.609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8984375,0.0,0.91015625,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.98828125,0.6796875,0.0,0.5703125,0.0,0.0,0.0,0.65234375,0.0,0.98828125,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203125,0.5703125,0.72265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62109375,0.0,0.0,0.0,0.0,0.0,0.0
26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2734375,0.796875,0.0,0.0,0.078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2421875,0.98828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.0,0.0,0.99609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3984375,0.0,0.0,0.0,0.0,0.0,0.98828125,0.0,0.0,0.0,0.79296875,0.71484375,0.04296875,0.94921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.8046875,0.0,0.0,0.0,0.0,0.984375,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57421875,0.80859375,0.97265625,0.0,0.984375,0.0,0.0,0.0,0.09765625,0.0,0.71484375,0.0,0.984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984375,0.984375,0.0,0.0,0.921875,0.0,0.0,0.57421875,0.0,0.0,0.0,0.0,0.453125,0.0,0.0,0.0,0.90234375,0.0,0.984375,0.515625,0.0,0.0,0.984375,0.0,0.0,0.0,0.0,0.0,0.984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984375,0.984375,0.984375,0.0,0.0,0.0,0.0,0.0,0.984375,0.0,0.0,0.984375,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9921875,0.0,0.9921875,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.51953125,0.0,0.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01171875,0.0,0.98828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.9921875,0.0,0.0,0.0,0.0,0.0,0.0,0.92578125,0.0,0.0546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9921875,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
