Id,y
9299,1.0
9300,3.0
9301,5.0
9302,5.0
9303,5.0
9304,7.0
9305,7.0
9306,6.0
9307,0.0
9308,6.0
9309,0.0
9310,4.0
9311,5.0
9312,1.0
9313,9.0
9314,6.0
9315,9.0
9316,0.0
9317,9.0
9318,7.0
9319,5.0
9320,4.0
9321,5.0
9322,8.0
9323,6.0
9324,6.0
9325,3.0
9326,3.0
9327,5.0
9328,5.0
9329,0.0
9330,6.0
9331,2.0
9332,9.0
9333,1.0
9334,4.0
9335,6.0
9336,2.0
9337,4.0
9338,5.0
9339,6.0
9340,7.0
9341,9.0
9342,4.0
9343,1.0
9344,9.0
9345,5.0
9346,3.0
9347,8.0
9348,0.0
9349,6.0
9350,7.0
9351,9.0
9352,3.0
9353,9.0
9354,1.0
9355,3.0
9356,0.0
9357,8.0
9358,5.0
9359,3.0
9360,4.0
9361,1.0
9362,0.0
9363,4.0
9364,9.0
9365,5.0
9366,0.0
9367,5.0
9368,0.0
9369,1.0
9370,1.0
9371,7.0
9372,7.0
9373,6.0
9374,6.0
9375,8.0
9376,4.0
9377,0.0
9378,8.0
9379,4.0
9380,6.0
9381,7.0
9382,9.0
9383,4.0
9384,7.0
9385,8.0
9386,8.0
9387,5.0
9388,5.0
9389,5.0
9390,8.0
9391,9.0
9392,5.0
9393,3.0
9394,7.0
9395,3.0
9396,8.0
9397,1.0
9398,5.0
9399,7.0
9400,0.0
9401,0.0
9402,7.0
9403,3.0
9404,4.0
9405,1.0
9406,9.0
9407,7.0
9408,1.0
9409,3.0
9410,8.0
9411,5.0
9412,8.0
9413,5.0
9414,3.0
9415,4.0
9416,2.0
9417,8.0
9418,2.0
9419,4.0
9420,1.0
9421,1.0
9422,0.0
9423,9.0
9424,3.0
9425,7.0
9426,0.0
9427,7.0
9428,9.0
9429,9.0
9430,9.0
9431,0.0
9432,9.0
9433,9.0
9434,5.0
9435,8.0
9436,0.0
9437,4.0
9438,0.0
9439,7.0
9440,9.0
9441,9.0
9442,0.0
9443,2.0
9444,1.0
9445,8.0
9446,8.0
9447,2.0
9448,9.0
9449,2.0
9450,8.0
9451,5.0
9452,4.0
9453,2.0
9454,5.0
9455,8.0
9456,1.0
9457,0.0
9458,7.0
9459,4.0
9460,5.0
9461,3.0
9462,7.0
9463,6.0
9464,4.0
9465,3.0
9466,8.0
9467,5.0
9468,8.0
9469,6.0
9470,6.0
9471,3.0
9472,6.0
9473,5.0
9474,0.0
9475,1.0
9476,1.0
9477,8.0
9478,7.0
9479,1.0
9480,0.0
9481,0.0
9482,4.0
9483,9.0
9484,2.0
9485,0.0
9486,7.0
9487,7.0
9488,0.0
9489,0.0
9490,6.0
9491,2.0
9492,6.0
9493,6.0
9494,8.0
9495,1.0
9496,1.0
9497,3.0
9498,2.0
9499,3.0
9500,1.0
9501,8.0
9502,3.0
9503,1.0
9504,2.0
9505,8.0
9506,5.0
9507,6.0
9508,7.0
9509,5.0
9510,3.0
9511,5.0
9512,2.0
9513,1.0
9514,0.0
9515,3.0
9516,7.0
9517,8.0
9518,6.0
9519,9.0
9520,4.0
9521,2.0
9522,0.0
9523,5.0
9524,7.0
9525,4.0
9526,9.0
9527,3.0
9528,2.0
9529,3.0
9530,7.0
9531,8.0
9532,4.0
9533,2.0
9534,1.0
9535,0.0
9536,1.0
9537,0.0
9538,4.0
9539,1.0
9540,8.0
9541,9.0
9542,2.0
9543,5.0
9544,1.0
9545,9.0
9546,0.0
9547,4.0
9548,1.0
9549,3.0
9550,8.0
9551,6.0
9552,0.0
9553,6.0
9554,5.0
9555,3.0
9556,0.0
9557,2.0
9558,8.0
9559,5.0
9560,7.0
9561,6.0
9562,0.0
9563,1.0
9564,7.0
9565,2.0
9566,7.0
9567,3.0
9568,7.0
9569,5.0
9570,7.0
9571,5.0
9572,0.0
9573,3.0
9574,9.0
9575,7.0
9576,0.0
9577,0.0
9578,3.0
9579,6.0
9580,0.0
9581,2.0
9582,4.0
9583,9.0
9584,1.0
9585,1.0
9586,2.0
9587,6.0
9588,0.0
9589,3.0
9590,7.0
9591,1.0
9592,5.0
9593,9.0
9594,9.0
9595,8.0
9596,5.0
9597,0.0
9598,8.0
9599,5.0
9600,2.0
9601,6.0
9602,5.0
9603,8.0
9604,7.0
9605,8.0
9606,9.0
9607,1.0
9608,5.0
9609,1.0
9610,2.0
9611,0.0
9612,6.0
9613,0.0
9614,4.0
9615,0.0
9616,5.0
9617,6.0
9618,7.0
9619,9.0
9620,2.0
9621,9.0
9622,1.0
9623,9.0
9624,7.0
9625,5.0
9626,5.0
9627,0.0
9628,0.0
9629,3.0
9630,8.0
9631,0.0
9632,0.0
9633,4.0
9634,5.0
9635,3.0
9636,5.0
9637,8.0
9638,5.0
9639,0.0
9640,4.0
9641,0.0
9642,5.0
9643,8.0
9644,1.0
9645,5.0
9646,2.0
9647,8.0
9648,4.0
9649,3.0
9650,6.0
9651,5.0
9652,7.0
9653,3.0
9654,9.0
9655,8.0
9656,3.0
9657,8.0
9658,6.0
9659,0.0
9660,0.0
9661,0.0
9662,2.0
9663,3.0
9664,9.0
9665,4.0
9666,9.0
9667,8.0
9668,0.0
9669,0.0
9670,8.0
9671,9.0
9672,8.0
9673,5.0
9674,7.0
9675,5.0
9676,8.0
9677,0.0
9678,4.0
9679,3.0
9680,3.0
9681,6.0
9682,9.0
9683,1.0
9684,3.0
9685,8.0
9686,4.0
9687,9.0
9688,8.0
9689,1.0
9690,2.0
9691,8.0
9692,1.0
9693,6.0
9694,6.0
9695,8.0
9696,8.0
9697,9.0
9698,0.0
9699,6.0
9700,3.0
9701,2.0
9702,9.0
9703,7.0
9704,1.0
9705,3.0
9706,9.0
9707,9.0
9708,6.0
9709,3.0
9710,3.0
9711,4.0
9712,5.0
9713,3.0
9714,5.0
9715,6.0
9716,6.0
9717,1.0
9718,4.0
9719,1.0
9720,6.0
9721,1.0
9722,8.0
9723,1.0
9724,9.0
9725,5.0
9726,1.0
9727,0.0
9728,3.0
9729,4.0
9730,8.0
9731,9.0
9732,0.0
9733,3.0
9734,7.0
9735,8.0
9736,0.0
9737,4.0
9738,5.0
9739,2.0
9740,5.0
9741,3.0
9742,2.0
9743,6.0
9744,1.0
9745,9.0
9746,8.0
9747,3.0
9748,0.0
9749,6.0
9750,6.0
9751,0.0
9752,9.0
9753,1.0
9754,3.0
9755,4.0
9756,0.0
9757,9.0
9758,2.0
9759,8.0
9760,4.0
9761,9.0
9762,8.0
9763,5.0
9764,8.0
9765,4.0
9766,1.0
9767,2.0
9768,5.0
9769,0.0
9770,1.0
9771,2.0
9772,1.0
9773,0.0
9774,4.0
9775,6.0
9776,4.0
9777,6.0
9778,5.0
9779,7.0
9780,3.0
9781,9.0
9782,8.0
9783,3.0
9784,9.0
9785,2.0
9786,6.0
9787,0.0
9788,6.0
9789,4.0
9790,7.0
9791,4.0
9792,4.0
9793,1.0
9794,8.0
9795,6.0
9796,8.0
9797,0.0
9798,2.0
9799,0.0
9800,6.0
9801,6.0
9802,7.0
9803,8.0
9804,8.0
9805,1.0
9806,6.0
9807,3.0
9808,3.0
9809,5.0
9810,2.0
9811,5.0
9812,2.0
9813,3.0
9814,4.0
9815,0.0
9816,7.0
9817,7.0
9818,1.0
9819,0.0
9820,6.0
9821,7.0
9822,2.0
9823,2.0
9824,8.0
9825,1.0
9826,7.0
9827,1.0
9828,2.0
9829,0.0
9830,0.0
9831,8.0
9832,3.0
9833,9.0
9834,9.0
9835,1.0
9836,8.0
9837,0.0
9838,2.0
9839,7.0
9840,0.0
9841,3.0
9842,1.0
9843,6.0
9844,0.0
9845,7.0
9846,8.0
9847,7.0
9848,0.0
9849,4.0
9850,7.0
9851,9.0
9852,9.0
9853,1.0
9854,5.0
9855,0.0
9856,2.0
9857,5.0
9858,5.0
9859,9.0
9860,6.0
9861,6.0
9862,0.0
9863,7.0
9864,4.0
9865,7.0
9866,8.0
9867,6.0
9868,2.0
9869,7.0
9870,2.0
9871,0.0
9872,3.0
9873,2.0
9874,3.0
9875,4.0
9876,3.0
9877,7.0
9878,7.0
9879,4.0
9880,6.0
9881,3.0
9882,0.0
9883,2.0
9884,1.0
9885,8.0
9886,9.0
9887,9.0
9888,2.0
9889,0.0
9890,1.0
9891,9.0
9892,0.0
9893,9.0
9894,9.0
9895,0.0
9896,7.0
9897,3.0
9898,2.0
9899,2.0
9900,7.0
9901,8.0
9902,8.0
9903,8.0
9904,9.0
9905,1.0
9906,1.0
9907,3.0
9908,2.0
9909,6.0
9910,2.0
9911,5.0
9912,7.0
9913,3.0
9914,5.0
9915,3.0
9916,1.0
9917,3.0
9918,8.0
9919,6.0
9920,1.0
9921,4.0
9922,8.0
9923,8.0
9924,9.0
9925,4.0
9926,9.0
9927,0.0
9928,3.0
9929,7.0
9930,4.0
9931,2.0
9932,1.0
9933,4.0
9934,1.0
9935,3.0
9936,5.0
9937,7.0
9938,2.0
9939,6.0
9940,8.0
9941,6.0
9942,0.0
9943,5.0
9944,0.0
9945,9.0
9946,3.0
9947,3.0
9948,5.0
9949,9.0
9950,5.0
9951,2.0
9952,7.0
9953,7.0
9954,6.0
9955,6.0
9956,0.0
9957,4.0
9958,5.0
9959,7.0
9960,7.0
9961,3.0
9962,9.0
9963,2.0
9964,1.0
9965,6.0
9966,1.0
9967,3.0
9968,8.0
9969,9.0
9970,9.0
9971,1.0
9972,6.0
9973,7.0
9974,9.0
9975,5.0
9976,9.0
9977,1.0
9978,0.0
9979,6.0
9980,7.0
9981,5.0
9982,7.0
9983,1.0
9984,7.0
9985,0.0
9986,9.0
9987,3.0
9988,9.0
9989,4.0
9990,4.0
9991,7.0
9992,8.0
9993,6.0
9994,5.0
9995,1.0
9996,4.0
9997,7.0
9998,0.0
9999,1.0
10000,6.0
10001,1.0
10002,7.0
10003,8.0
10004,0.0
10005,9.0
10006,9.0
10007,4.0
10008,3.0
10009,6.0
10010,3.0
10011,1.0
10012,5.0
10013,6.0
10014,0.0
10015,6.0
10016,2.0
10017,5.0
10018,4.0
10019,0.0
10020,7.0
10021,6.0
10022,4.0
10023,7.0
10024,5.0
10025,0.0
10026,6.0
10027,4.0
10028,1.0
10029,1.0
10030,6.0
10031,5.0
10032,1.0
10033,9.0
10034,5.0
10035,5.0
10036,1.0
10037,7.0
10038,3.0
10039,7.0
10040,9.0
10041,0.0
10042,1.0
10043,9.0
10044,8.0
10045,1.0
10046,1.0
10047,3.0
10048,9.0
10049,2.0
10050,1.0
10051,3.0
10052,3.0
10053,1.0
10054,9.0
10055,0.0
10056,0.0
10057,1.0
10058,3.0
10059,4.0
10060,8.0
10061,6.0
10062,3.0
10063,9.0
10064,7.0
10065,1.0
10066,9.0
10067,8.0
10068,1.0
10069,3.0
10070,2.0
10071,3.0
10072,8.0
10073,7.0
10074,4.0
10075,1.0
10076,1.0
10077,8.0
10078,5.0
10079,7.0
10080,6.0
10081,4.0
10082,0.0
10083,3.0
10084,4.0
10085,9.0
10086,6.0
10087,0.0
10088,0.0
10089,2.0
10090,4.0
10091,5.0
10092,9.0
10093,7.0
10094,3.0
10095,8.0
10096,9.0
10097,5.0
10098,3.0
10099,6.0
10100,1.0
10101,1.0
10102,5.0
10103,2.0
10104,6.0
10105,7.0
10106,6.0
10107,4.0
10108,6.0
10109,4.0
10110,2.0
10111,0.0
10112,9.0
10113,9.0
10114,6.0
10115,8.0
10116,5.0
10117,2.0
10118,3.0
10119,8.0
10120,9.0
10121,2.0
10122,4.0
10123,3.0
10124,7.0
10125,2.0
10126,9.0
10127,1.0
10128,1.0
10129,3.0
10130,0.0
10131,3.0
10132,0.0
10133,6.0
10134,9.0
10135,3.0
10136,3.0
10137,5.0
10138,7.0
10139,9.0
10140,5.0
10141,6.0
10142,0.0
10143,3.0
10144,8.0
10145,8.0
10146,3.0
10147,3.0
10148,3.0
10149,6.0
10150,7.0
10151,3.0
10152,1.0
10153,7.0
10154,4.0
10155,7.0
10156,9.0
10157,2.0
10158,9.0
10159,4.0
10160,8.0
10161,4.0
10162,9.0
10163,1.0
10164,0.0
10165,5.0
10166,5.0
10167,8.0
10168,7.0
10169,9.0
10170,4.0
10171,9.0
10172,0.0
10173,6.0
10174,3.0
10175,0.0
10176,3.0
10177,1.0
10178,1.0
10179,4.0
10180,3.0
10181,3.0
10182,2.0
10183,2.0
10184,0.0
10185,3.0
10186,1.0
10187,9.0
10188,3.0
10189,3.0
10190,2.0
10191,3.0
10192,9.0
10193,9.0
10194,2.0
10195,3.0
10196,7.0
10197,3.0
10198,0.0
10199,6.0
10200,0.0
10201,4.0
10202,8.0
10203,1.0
10204,6.0
10205,1.0
10206,6.0
10207,3.0
10208,2.0
10209,7.0
10210,7.0
10211,1.0
10212,8.0
10213,0.0
10214,9.0
10215,6.0
10216,4.0
10217,7.0
10218,6.0
10219,9.0
10220,6.0
10221,0.0
10222,3.0
10223,9.0
10224,7.0
10225,8.0
10226,1.0
10227,0.0
10228,8.0
10229,0.0
10230,8.0
10231,5.0
10232,4.0
10233,2.0
10234,2.0
10235,8.0
10236,0.0
10237,7.0
10238,4.0
10239,6.0
10240,5.0
10241,4.0
10242,3.0
10243,0.0
10244,5.0
10245,6.0
10246,2.0
10247,1.0
10248,7.0
10249,4.0
10250,5.0
10251,2.0
10252,0.0
10253,7.0
10254,2.0
10255,6.0
10256,7.0
10257,2.0
10258,5.0
10259,0.0
10260,6.0
10261,2.0
10262,7.0
10263,4.0
10264,4.0
10265,5.0
10266,0.0
10267,6.0
10268,5.0
10269,8.0
10270,5.0
10271,0.0
10272,6.0
10273,9.0
10274,0.0
10275,2.0
10276,1.0
10277,8.0
10278,9.0
10279,7.0
10280,3.0
10281,4.0
10282,6.0
10283,3.0
10284,6.0
10285,1.0
10286,9.0
10287,5.0
10288,4.0
10289,8.0
10290,0.0
10291,8.0
10292,4.0
10293,8.0
10294,4.0
10295,8.0
10296,4.0
10297,8.0
10298,1.0
10299,7.0
10300,9.0
10301,9.0
10302,0.0
10303,2.0
10304,9.0
10305,1.0
10306,0.0
10307,6.0
10308,3.0
10309,8.0
10310,7.0
10311,4.0
10312,8.0
10313,0.0
10314,6.0
10315,1.0
10316,4.0
10317,5.0
10318,7.0
10319,3.0
10320,7.0
10321,6.0
10322,5.0
10323,6.0
10324,2.0
10325,8.0
10326,6.0
10327,7.0
10328,8.0
10329,0.0
10330,1.0
10331,6.0
10332,8.0
10333,4.0
10334,2.0
10335,2.0
10336,5.0
10337,8.0
10338,4.0
10339,9.0
10340,9.0
10341,8.0
10342,4.0
10343,1.0
10344,9.0
10345,2.0
10346,1.0
10347,6.0
10348,6.0
10349,8.0
10350,8.0
10351,6.0
10352,9.0
10353,1.0
10354,0.0
10355,3.0
10356,9.0
10357,3.0
10358,1.0
10359,0.0
10360,0.0
10361,8.0
10362,9.0
10363,5.0
10364,3.0
10365,2.0
10366,3.0
10367,9.0
10368,2.0
10369,1.0
10370,6.0
10371,8.0
10372,4.0
10373,4.0
10374,0.0
10375,9.0
10376,6.0
10377,0.0
10378,2.0
10379,1.0
10380,2.0
10381,2.0
10382,8.0
10383,0.0
10384,1.0
10385,5.0
10386,3.0
10387,7.0
10388,7.0
10389,2.0
10390,8.0
10391,1.0
10392,6.0
10393,2.0
10394,0.0
10395,1.0
10396,4.0
10397,4.0
10398,4.0
10399,3.0
10400,9.0
10401,1.0
10402,8.0
10403,4.0
10404,6.0
10405,9.0
10406,0.0
10407,9.0
10408,0.0
10409,1.0
10410,9.0
10411,3.0
10412,8.0
10413,7.0
10414,7.0
10415,5.0
10416,8.0
10417,6.0
10418,9.0
10419,1.0
10420,6.0
10421,6.0
10422,2.0
10423,8.0
10424,5.0
10425,1.0
10426,3.0
10427,6.0
10428,5.0
10429,1.0
10430,9.0
10431,3.0
10432,0.0
10433,9.0
10434,6.0
10435,6.0
10436,9.0
10437,2.0
10438,0.0
10439,0.0
10440,5.0
10441,2.0
10442,5.0
10443,5.0
10444,0.0
10445,1.0
10446,6.0
10447,5.0
10448,3.0
10449,5.0
10450,1.0
10451,0.0
10452,7.0
10453,7.0
10454,2.0
10455,4.0
10456,0.0
10457,3.0
10458,1.0
10459,2.0
10460,8.0
10461,4.0
10462,5.0
10463,5.0
10464,5.0
10465,3.0
10466,2.0
10467,2.0
10468,9.0
10469,0.0
10470,7.0
10471,6.0
10472,8.0
10473,2.0
10474,9.0
10475,1.0
10476,2.0
10477,6.0
10478,8.0
10479,3.0
10480,9.0
10481,4.0
10482,9.0
10483,2.0
10484,5.0
10485,0.0
10486,2.0
10487,9.0
10488,5.0
10489,3.0
10490,9.0
10491,7.0
10492,2.0
10493,7.0
10494,3.0
10495,8.0
10496,4.0
10497,9.0
10498,6.0
10499,5.0
10500,3.0
10501,9.0
10502,4.0
10503,4.0
10504,5.0
10505,6.0
10506,1.0
10507,8.0
10508,1.0
10509,9.0
10510,9.0
10511,2.0
10512,6.0
10513,4.0
10514,9.0
10515,1.0
10516,8.0
10517,9.0
10518,5.0
10519,5.0
10520,2.0
10521,3.0
10522,6.0
10523,2.0
10524,7.0
10525,9.0
10526,9.0
10527,1.0
10528,9.0
10529,1.0
10530,2.0
10531,6.0
10532,4.0
10533,5.0
10534,1.0
10535,7.0
10536,6.0
10537,3.0
10538,9.0
10539,2.0
10540,3.0
10541,7.0
10542,6.0
10543,5.0
10544,4.0
10545,1.0
10546,9.0
10547,7.0
10548,2.0
10549,6.0
10550,4.0
10551,3.0
10552,3.0
10553,6.0
10554,2.0
10555,5.0
10556,1.0
10557,2.0
10558,2.0
10559,8.0
10560,3.0
10561,8.0
10562,8.0
10563,5.0
10564,6.0
10565,0.0
10566,1.0
10567,7.0
10568,6.0
10569,3.0
10570,5.0
10571,2.0
10572,4.0
10573,1.0
10574,8.0
10575,6.0
10576,0.0
10577,6.0
10578,7.0
10579,2.0
10580,7.0
10581,7.0
10582,7.0
10583,6.0
10584,6.0
10585,6.0
10586,2.0
10587,6.0
10588,0.0
10589,8.0
10590,9.0
10591,9.0
10592,7.0
10593,1.0
10594,9.0
10595,8.0
10596,5.0
10597,9.0
10598,3.0
10599,8.0
10600,9.0
10601,0.0
10602,3.0
10603,2.0
10604,4.0
10605,5.0
10606,9.0
10607,0.0
10608,3.0
10609,3.0
10610,7.0
10611,8.0
10612,9.0
10613,5.0
10614,1.0
10615,7.0
10616,9.0
10617,2.0
10618,6.0
10619,9.0
10620,8.0
10621,6.0
10622,7.0
10623,1.0
10624,1.0
10625,0.0
10626,7.0
10627,9.0
10628,3.0
10629,9.0
10630,3.0
10631,9.0
10632,2.0
10633,8.0
10634,1.0
10635,0.0
10636,8.0
10637,1.0
10638,2.0
10639,0.0
10640,2.0
10641,5.0
10642,1.0
10643,5.0
10644,3.0
10645,7.0
10646,4.0
10647,7.0
10648,2.0
10649,9.0
10650,5.0
10651,2.0
10652,7.0
10653,1.0
10654,0.0
10655,2.0
10656,0.0
10657,5.0
10658,1.0
10659,9.0
10660,0.0
10661,6.0
10662,3.0
10663,8.0
10664,5.0
10665,1.0
10666,9.0
10667,0.0
10668,5.0
10669,6.0
10670,0.0
10671,9.0
10672,9.0
10673,9.0
10674,7.0
10675,1.0
10676,7.0
10677,6.0
10678,1.0
10679,4.0
10680,8.0
10681,6.0
10682,7.0
10683,9.0
10684,1.0
10685,7.0
10686,8.0
10687,5.0
10688,3.0
10689,5.0
10690,1.0
10691,6.0
10692,5.0
10693,5.0
10694,3.0
10695,8.0
10696,1.0
10697,0.0
10698,0.0
10699,7.0
10700,4.0
10701,6.0
10702,6.0
10703,4.0
10704,3.0
10705,0.0
10706,0.0
10707,3.0
10708,7.0
10709,5.0
10710,7.0
10711,3.0
10712,3.0
10713,6.0
10714,4.0
10715,3.0
10716,3.0
10717,7.0
10718,0.0
10719,2.0
10720,3.0
10721,9.0
10722,4.0
10723,1.0
10724,9.0
10725,0.0
10726,4.0
10727,2.0
10728,8.0
10729,3.0
10730,1.0
10731,0.0
10732,8.0
10733,5.0
10734,9.0
10735,4.0
10736,1.0
10737,5.0
10738,2.0
10739,0.0
10740,9.0
10741,4.0
10742,2.0
10743,2.0
10744,9.0
10745,7.0
10746,7.0
10747,0.0
10748,9.0
10749,9.0
10750,1.0
10751,2.0
10752,6.0
10753,5.0
10754,6.0
10755,1.0
10756,7.0
10757,5.0
10758,9.0
10759,9.0
10760,1.0
10761,1.0
10762,1.0
10763,8.0
10764,9.0
10765,0.0
10766,2.0
10767,6.0
10768,4.0
10769,3.0
10770,8.0
10771,0.0
10772,7.0
10773,2.0
10774,4.0
10775,3.0
10776,6.0
10777,7.0
10778,1.0
10779,2.0
10780,8.0
10781,4.0
10782,1.0
10783,5.0
10784,3.0
10785,3.0
10786,7.0
10787,8.0
10788,4.0
10789,4.0
10790,5.0
10791,2.0
10792,7.0
10793,9.0
10794,3.0
10795,3.0
10796,3.0
10797,8.0
10798,8.0
10799,0.0
10800,4.0
10801,4.0
10802,7.0
10803,3.0
10804,1.0
10805,2.0
10806,3.0
10807,8.0
10808,8.0
10809,0.0
10810,3.0
10811,5.0
10812,9.0
10813,7.0
10814,0.0
10815,7.0
10816,8.0
10817,8.0
10818,9.0
10819,3.0
10820,2.0
10821,2.0
10822,0.0
10823,0.0
10824,1.0
10825,2.0
10826,4.0
10827,2.0
10828,6.0
10829,7.0
10830,9.0
10831,7.0
10832,7.0
10833,3.0
10834,9.0
10835,1.0
10836,7.0
10837,1.0
10838,3.0
10839,7.0
10840,8.0
10841,3.0
10842,2.0
10843,9.0
10844,2.0
10845,7.0
10846,9.0
10847,3.0
10848,2.0
10849,1.0
10850,4.0
10851,5.0
10852,6.0
10853,1.0
10854,3.0
10855,8.0
10856,3.0
10857,3.0
10858,9.0
10859,7.0
10860,2.0
10861,1.0
10862,4.0
10863,1.0
10864,4.0
10865,2.0
10866,5.0
10867,1.0
10868,0.0
10869,6.0
10870,5.0
10871,1.0
10872,1.0
10873,0.0
10874,7.0
10875,2.0
10876,0.0
10877,3.0
10878,5.0
10879,2.0
10880,5.0
10881,4.0
10882,4.0
10883,9.0
10884,5.0
10885,7.0
10886,3.0
10887,5.0
10888,2.0
10889,6.0
10890,7.0
10891,1.0
10892,3.0
10893,9.0
10894,1.0
10895,2.0
10896,6.0
10897,3.0
10898,4.0
10899,3.0
10900,2.0
10901,7.0
10902,0.0
10903,8.0
10904,9.0
10905,5.0
10906,2.0
10907,1.0
10908,2.0
10909,1.0
10910,0.0
10911,9.0
10912,3.0
10913,9.0
10914,7.0
10915,2.0
10916,6.0
10917,1.0
10918,5.0
10919,0.0
10920,5.0
10921,3.0
10922,5.0
10923,5.0
10924,3.0
10925,1.0
10926,2.0
10927,4.0
10928,9.0
10929,6.0
10930,7.0
10931,3.0
10932,3.0
10933,1.0
10934,9.0
10935,4.0
10936,4.0
10937,3.0
10938,4.0
10939,4.0
10940,4.0
10941,0.0
10942,2.0
10943,2.0
10944,5.0
10945,1.0
10946,1.0
10947,8.0
10948,1.0
10949,0.0
10950,2.0
10951,4.0
10952,7.0
10953,0.0
10954,7.0
10955,9.0
10956,0.0
10957,0.0
10958,1.0
10959,1.0
10960,6.0
10961,4.0
10962,4.0
10963,0.0
10964,6.0
10965,3.0
10966,2.0
10967,3.0
10968,5.0
10969,5.0
10970,1.0
10971,9.0
10972,6.0
10973,7.0
10974,0.0
10975,8.0
10976,2.0
10977,3.0
10978,8.0
10979,9.0
10980,5.0
10981,0.0
10982,9.0
10983,9.0
10984,4.0
10985,1.0
10986,0.0
10987,1.0
10988,7.0
10989,0.0
10990,6.0
10991,6.0
10992,4.0
10993,3.0
10994,1.0
10995,6.0
10996,8.0
10997,9.0
